Figure,Setting,Indicator,Group,Subgroup,Time,Start_Time,End_Time,Value,Measure
4,IP,Intubation or Ventilator Use,Age,30-59 Years,131,06/29/2022,07/05/2022,9.8,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,132,07/06/2022,07/12/2022,5.3,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,133,07/13/2022,07/19/2022,8.3,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,134,07/20/2022,07/26/2022,3.5,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,135,07/27/2022,08/02/2022,10.7,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,136,08/03/2022,08/09/2022,11.4,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,137,08/10/2022,08/16/2022,8.8,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,138,08/17/2022,08/23/2022,5.5,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,139,08/24/2022,08/30/2022,8.9,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,140,08/31/2022,09/06/2022,13.4,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,141,09/07/2022,09/13/2022,6.9,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,142,09/14/2022,09/20/2022,10.0,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,143,09/21/2022,09/27/2022,9.3,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,144,09/28/2022,10/04/2022,8.8,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,145,10/05/2022,10/11/2022,5.6,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,146,10/12/2022,10/18/2022,10.7,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,147,10/19/2022,10/25/2022,8.2,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,148,10/26/2022,11/01/2022,12.7,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,149,11/02/2022,11/08/2022,3.1,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,150,11/09/2022,11/15/2022,9.1,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,151,11/16/2022,11/22/2022,10.1,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,152,11/23/2022,11/29/2022,4.2,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,153,11/30/2022,12/06/2022,4.9,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,154,12/07/2022,12/13/2022,3.6,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,155,12/14/2022,12/20/2022,6.6,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,156,12/21/2022,12/27/2022,10.4,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,157,12/28/2022,01/03/2023,8.9,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,158,01/04/2023,01/10/2023,6.5,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,159,01/11/2023,01/17/2023,7.0,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,160,01/18/2023,01/24/2023,8.4,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,161,01/25/2023,01/31/2023,11.8,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,162,02/01/2023,02/07/2023,8.5,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,163,02/08/2023,02/14/2023,4.7,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,164,02/15/2023,02/21/2023,1.9,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,165,02/22/2023,02/28/2023,8.6,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,166,03/01/2023,03/07/2023,25.6,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,168,03/15/2023,03/21/2023,0.0,Percent
4,IP,Intubation or Ventilator Use,Age,30-59 Years,169,03/22/2023,03/28/2023,9.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,12,03/18/2020,03/24/2020,26.2,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,13,03/25/2020,03/31/2020,25.2,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,14,04/01/2020,04/07/2020,21.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,15,04/08/2020,04/14/2020,18.6,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,16,04/15/2020,04/21/2020,16.6,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,17,04/22/2020,04/28/2020,15.1,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,18,04/29/2020,05/05/2020,17.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,19,05/06/2020,05/12/2020,14.1,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,20,05/13/2020,05/19/2020,18.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,21,05/20/2020,05/26/2020,16.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,22,05/27/2020,06/02/2020,11.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,23,06/03/2020,06/09/2020,13.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,24,06/10/2020,06/16/2020,12.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,25,06/17/2020,06/23/2020,13.2,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,26,06/24/2020,06/30/2020,17.7,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,27,07/01/2020,07/07/2020,15.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,28,07/08/2020,07/14/2020,14.2,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,29,07/15/2020,07/21/2020,12.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,30,07/22/2020,07/28/2020,9.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,31,07/29/2020,08/04/2020,8.5,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,32,08/05/2020,08/11/2020,12.2,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,33,08/12/2020,08/18/2020,14.6,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,34,08/19/2020,08/25/2020,11.1,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,35,08/26/2020,09/01/2020,10.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,36,09/02/2020,09/08/2020,9.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,37,09/09/2020,09/15/2020,11.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,38,09/16/2020,09/22/2020,14.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,39,09/23/2020,09/29/2020,12.6,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,40,09/30/2020,10/06/2020,19.7,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,41,10/07/2020,10/13/2020,10.6,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,42,10/14/2020,10/20/2020,9.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,43,10/21/2020,10/27/2020,12.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,44,10/28/2020,11/03/2020,11.5,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,45,11/04/2020,11/10/2020,8.7,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,46,11/11/2020,11/17/2020,12.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,47,11/18/2020,11/24/2020,14.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,48,11/25/2020,12/01/2020,13.5,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,49,12/02/2020,12/08/2020,11.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,50,12/09/2020,12/15/2020,11.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,51,12/16/2020,12/22/2020,8.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,52,12/23/2020,12/29/2020,11.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,53,12/30/2020,01/05/2021,11.5,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,54,01/06/2021,01/12/2021,10.7,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,55,01/13/2021,01/19/2021,10.2,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,56,01/20/2021,01/26/2021,11.9,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,57,01/27/2021,02/02/2021,10.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,58,02/03/2021,02/09/2021,8.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,59,02/10/2021,02/16/2021,12.1,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,60,02/17/2021,02/23/2021,11.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,61,02/24/2021,03/02/2021,12.7,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,62,03/03/2021,03/09/2021,9.7,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,63,03/10/2021,03/16/2021,11.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,64,03/17/2021,03/23/2021,10.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,65,03/24/2021,03/30/2021,12.5,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,66,03/31/2021,04/06/2021,11.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,67,04/07/2021,04/13/2021,7.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,68,04/14/2021,04/20/2021,12.7,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,69,04/21/2021,04/27/2021,12.7,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,70,04/28/2021,05/04/2021,13.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,71,05/05/2021,05/11/2021,12.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,72,05/12/2021,05/18/2021,18.6,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,73,05/19/2021,05/25/2021,16.5,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,74,05/26/2021,06/01/2021,12.1,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,75,06/02/2021,06/08/2021,8.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,76,06/09/2021,06/15/2021,15.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,78,06/23/2021,06/29/2021,18.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,79,06/30/2021,07/06/2021,17.1,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,80,07/07/2021,07/13/2021,10.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,81,07/14/2021,07/20/2021,16.7,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,82,07/21/2021,07/27/2021,19.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,83,07/28/2021,08/03/2021,16.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,84,08/04/2021,08/10/2021,12.6,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,85,08/11/2021,08/17/2021,13.5,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,86,08/18/2021,08/24/2021,17.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,87,08/25/2021,08/31/2021,14.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,88,09/01/2021,09/07/2021,11.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,89,09/08/2021,09/14/2021,12.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,90,09/15/2021,09/21/2021,10.1,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,91,09/22/2021,09/28/2021,10.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,92,09/29/2021,10/05/2021,11.1,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,93,10/06/2021,10/12/2021,12.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,94,10/13/2021,10/19/2021,13.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,95,10/20/2021,10/26/2021,11.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,96,10/27/2021,11/02/2021,14.5,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,97,11/03/2021,11/09/2021,12.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,98,11/10/2021,11/16/2021,13.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,99,11/17/2021,11/23/2021,14.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,100,11/24/2021,11/30/2021,13.1,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,101,12/01/2021,12/07/2021,12.9,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,102,12/08/2021,12/14/2021,12.1,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,103,12/15/2021,12/21/2021,10.1,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,104,12/22/2021,12/28/2021,9.5,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,105,12/29/2021,01/04/2022,10.7,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,106,01/05/2022,01/11/2022,11.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,107,01/12/2022,01/18/2022,11.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,108,01/19/2022,01/25/2022,6.9,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,109,01/26/2022,02/01/2022,8.9,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,110,02/02/2022,02/08/2022,10.6,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,111,02/09/2022,02/15/2022,7.9,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,112,02/16/2022,02/22/2022,5.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,113,02/23/2022,03/01/2022,14.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,114,03/02/2022,03/08/2022,9.7,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,115,03/09/2022,03/15/2022,10.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,116,03/16/2022,03/22/2022,14.6,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,117,03/23/2022,03/29/2022,12.2,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,118,03/30/2022,04/05/2022,4.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,119,04/06/2022,04/12/2022,14.5,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,120,04/13/2022,04/19/2022,3.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,121,04/20/2022,04/26/2022,4.5,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,122,04/27/2022,05/03/2022,5.6,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,123,05/04/2022,05/10/2022,9.2,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,124,05/11/2022,05/17/2022,5.6,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,125,05/18/2022,05/24/2022,6.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,126,05/25/2022,05/31/2022,5.9,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,127,06/01/2022,06/07/2022,5.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,128,06/08/2022,06/14/2022,4.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,129,06/15/2022,06/21/2022,5.2,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,130,06/22/2022,06/28/2022,5.1,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,131,06/29/2022,07/05/2022,4.6,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,132,07/06/2022,07/12/2022,3.9,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,133,07/13/2022,07/19/2022,5.2,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,134,07/20/2022,07/26/2022,5.2,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,135,07/27/2022,08/02/2022,4.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,136,08/03/2022,08/09/2022,6.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,137,08/10/2022,08/16/2022,5.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,138,08/17/2022,08/23/2022,4.6,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,139,08/24/2022,08/30/2022,3.2,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,140,08/31/2022,09/06/2022,6.7,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,141,09/07/2022,09/13/2022,7.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,142,09/14/2022,09/20/2022,2.9,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,143,09/21/2022,09/27/2022,6.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,144,09/28/2022,10/04/2022,4.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,145,10/05/2022,10/11/2022,9.2,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,146,10/12/2022,10/18/2022,5.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,147,10/19/2022,10/25/2022,6.2,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,148,10/26/2022,11/01/2022,2.5,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,149,11/02/2022,11/08/2022,5.1,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,150,11/09/2022,11/15/2022,4.9,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,151,11/16/2022,11/22/2022,11.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,152,11/23/2022,11/29/2022,3.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,153,11/30/2022,12/06/2022,5.5,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,154,12/07/2022,12/13/2022,7.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,155,12/14/2022,12/20/2022,11.6,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,156,12/21/2022,12/27/2022,8.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,157,12/28/2022,01/03/2023,4.7,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,158,01/04/2023,01/10/2023,6.9,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,159,01/11/2023,01/17/2023,7.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,160,01/18/2023,01/24/2023,9.1,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,161,01/25/2023,01/31/2023,7.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,162,02/01/2023,02/07/2023,7.3,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,163,02/08/2023,02/14/2023,9.2,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,164,02/15/2023,02/21/2023,4.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,165,02/22/2023,02/28/2023,7.6,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,166,03/01/2023,03/07/2023,8.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,167,03/08/2023,03/14/2023,9.2,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,168,03/15/2023,03/21/2023,5.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,169,03/22/2023,03/28/2023,4.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,170,03/29/2023,04/04/2023,6.5,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,171,04/05/2023,04/11/2023,2.8,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,172,04/12/2023,04/18/2023,4.4,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,173,04/19/2023,04/25/2023,6.1,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,174,04/26/2023,05/02/2023,0.0,Percent
4,IP,Intubation or Ventilator Use,Age,60+ Years,175,05/03/2023,05/09/2023,0.0,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,12,03/18/2020,03/24/2020,24.1,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,13,03/25/2020,03/31/2020,20.9,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,14,04/01/2020,04/07/2020,13.9,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,15,04/08/2020,04/14/2020,13.4,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,16,04/15/2020,04/21/2020,13.6,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,17,04/22/2020,04/28/2020,8.2,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,18,04/29/2020,05/05/2020,14.8,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,19,05/06/2020,05/12/2020,11.5,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,20,05/13/2020,05/19/2020,14.1,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,21,05/20/2020,05/26/2020,13.4,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,22,05/27/2020,06/02/2020,5.6,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,23,06/03/2020,06/09/2020,6.8,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,24,06/10/2020,06/16/2020,9.6,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,25,06/17/2020,06/23/2020,9.1,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,26,06/24/2020,06/30/2020,12.6,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,27,07/01/2020,07/07/2020,11.1,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,28,07/08/2020,07/14/2020,9.9,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,29,07/15/2020,07/21/2020,7.6,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,30,07/22/2020,07/28/2020,8.0,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,31,07/29/2020,08/04/2020,7.8,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,32,08/05/2020,08/11/2020,9.3,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,33,08/12/2020,08/18/2020,6.1,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,34,08/19/2020,08/25/2020,5.5,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,35,08/26/2020,09/01/2020,5.7,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,36,09/02/2020,09/08/2020,6.9,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,37,09/09/2020,09/15/2020,10.3,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,38,09/16/2020,09/22/2020,7.1,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,39,09/23/2020,09/29/2020,5.5,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,40,09/30/2020,10/06/2020,7.5,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,41,10/07/2020,10/13/2020,3.7,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,42,10/14/2020,10/20/2020,5.5,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,43,10/21/2020,10/27/2020,5.9,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,44,10/28/2020,11/03/2020,10.1,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,45,11/04/2020,11/10/2020,7.2,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,46,11/11/2020,11/17/2020,7.9,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,47,11/18/2020,11/24/2020,9.7,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,48,11/25/2020,12/01/2020,10.4,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,49,12/02/2020,12/08/2020,8.4,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,50,12/09/2020,12/15/2020,8.8,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,51,12/16/2020,12/22/2020,7.3,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,52,12/23/2020,12/29/2020,9.8,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,53,12/30/2020,01/05/2021,8.1,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,54,01/06/2021,01/12/2021,8.5,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,55,01/13/2021,01/19/2021,7.9,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,56,01/20/2021,01/26/2021,7.4,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,57,01/27/2021,02/02/2021,9.0,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,58,02/03/2021,02/09/2021,5.7,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,59,02/10/2021,02/16/2021,7.9,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,60,02/17/2021,02/23/2021,9.4,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,61,02/24/2021,03/02/2021,10.9,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,62,03/03/2021,03/09/2021,12.4,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,63,03/10/2021,03/16/2021,7.4,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,64,03/17/2021,03/23/2021,7.5,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,65,03/24/2021,03/30/2021,8.5,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,66,03/31/2021,04/06/2021,7.6,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,67,04/07/2021,04/13/2021,7.1,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,68,04/14/2021,04/20/2021,11.4,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,69,04/21/2021,04/27/2021,11.0,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,70,04/28/2021,05/04/2021,10.6,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,71,05/05/2021,05/11/2021,11.3,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,72,05/12/2021,05/18/2021,13.1,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,73,05/19/2021,05/25/2021,12.0,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,74,05/26/2021,06/01/2021,5.6,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,75,06/02/2021,06/08/2021,7.0,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,76,06/09/2021,06/15/2021,14.6,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,77,06/16/2021,06/22/2021,17.1,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,78,06/23/2021,06/29/2021,10.8,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,79,06/30/2021,07/06/2021,11.1,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,80,07/07/2021,07/13/2021,10.1,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,81,07/14/2021,07/20/2021,12.3,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,82,07/21/2021,07/27/2021,14.3,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,83,07/28/2021,08/03/2021,14.3,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,84,08/04/2021,08/10/2021,8.6,Percent
4,IP,Intubation or Ventilator Use,Sex,Female,85,08/11/2021,08/17/2021,10.9,Percent
